Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
127.0.0.1-127.0.0.1-60766-7777-6,127.0.0.1,60766,127.0.0.1,7777,6,20/04/2026 07:30:07 PM,2305,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,354880.694143167,7809.110629067244,135.58823529411765,299.51795831459117,983.0,6.0,2305.0,135.58823529411765,299.51795831459117,983.0,6.0,0,0,0,0,0,0,0,0,0,592,0,7809.110629067244,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,813930,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134079340778E15,494.5829356129142,1.776713407934424E15,1.77671340793314E15,NeedManualLabel
127.0.0.1-127.0.0.1-60756-7777-6,127.0.0.1,60756,127.0.0.1,7777,6,20/04/2026 07:30:10 PM,103,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19417.47572815534,103.0,0.0,103.0,103.0,103.0,103.0,0.0,103.0,103.0,0,0,0,0,0,0,0,0,0,64,0,19417.47572815534,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,260,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-45798-7777-6,127.0.0.1,45798,127.0.0.1,7777,6,20/04/2026 07:30:13 PM,1846,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,443120.26002166845,9750.812567713976,108.58823529411765,246.87903384641876,883.0,6.0,1846.0,108.58823529411765,246.87903384641876,883.0,6.0,0,0,0,0,0,0,0,0,0,592,0,9750.812567713976,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1128275,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134139336825E15,357.3635470750296,1.776713413933935E15,1.776713413933002E15,NeedManualLabel
127.0.0.1-127.0.0.1-50308-7777-6,127.0.0.1,50308,127.0.0.1,7777,6,20/04/2026 07:30:19 PM,2219,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,368634.5200540784,8111.76205497972,130.52941176470588,304.9569882883197,1163.0,8.0,2219.0,130.52941176470588,304.9569882883197,1163.0,8.0,0,0,0,0,0,0,0,0,0,592,0,8111.76205497972,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1073490,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134199341432E15,381.18973039709647,1.776713419934419E15,1.7767134199334E15,NeedManualLabel
127.0.0.1-127.0.0.1-50310-7777-6,127.0.0.1,50310,127.0.0.1,7777,6,20/04/2026 07:30:25 PM,1827,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,447728.5166940339,9852.216748768473,107.47058823529412,250.00102940964533,883.0,5.0,1827.0,107.47058823529412,250.00102940964533,883.0,5.0,0,0,0,0,0,0,0,0,0,592,0,9852.216748768473,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1097986,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134259330882E15,358.7735872799337,1.776713425933339E15,1.776713425932422E15,NeedManualLabel
127.0.0.1-127.0.0.1-42674-7777-6,127.0.0.1,42674,127.0.0.1,7777,6,20/04/2026 07:30:31 PM,1963,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,416709.1186958737,9169.638308711157,115.47058823529412,279.9564960951654,1099.0,6.0,1963.0,115.47058823529412,279.9564960951654,1099.0,6.0,0,0,0,0,0,0,0,0,0,592,0,9169.638308711157,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1321486,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134319331085E15,309.8346166918564,1.776713431933334E15,1.776713431932502E15,NeedManualLabel
127.0.0.1-127.0.0.1-42680-7777-6,127.0.0.1,42680,127.0.0.1,7777,6,20/04/2026 07:30:37 PM,2503,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,326807.8306032761,7191.370355573312,147.23529411764707,361.6959236381723,1394.0,8.0,2503.0,147.23529411764707,361.6959236381723,1394.0,8.0,0,0,0,0,0,0,0,0,0,592,0,7191.370355573312,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,976133,1,45,0,0,33280,0,7,32,0,0,0,0,1.776713437933405E15,410.5890727775582,1.776713437933698E15,1.776713437932625E15,NeedManualLabel
127.0.0.1-127.0.0.1-41062-7777-6,127.0.0.1,41062,127.0.0.1,7777,6,20/04/2026 07:30:43 PM,2388,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,342546.0636515913,7537.688442211055,140.47058823529412,339.10841143487187,1279.0,7.0,2388.0,140.47058823529412,339.10841143487187,1279.0,7.0,0,0,0,0,0,0,0,0,0,592,0,7537.688442211055,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,950058,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134439337562E15,415.2398798886019,1.776713443934054E15,1.776713443932978E15,NeedManualLabel
127.0.0.1-127.0.0.1-52880-7777-6,127.0.0.1,52880,127.0.0.1,7777,6,20/04/2026 07:30:49 PM,2476,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,330371.56704361876,7269.789983844911,145.6470588235294,345.7412220824396,1272.0,8.0,2476.0,145.6470588235294,345.7412220824396,1272.0,8.0,0,0,0,0,0,0,0,0,0,592,0,7269.789983844911,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,856544,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134499334505E15,455.61148835912,1.776713449933777E15,1.776713449932606E15,NeedManualLabel
127.0.0.1-127.0.0.1-52888-7777-6,127.0.0.1,52888,127.0.0.1,7777,6,20/04/2026 07:30:55 PM,2363,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,346170.1227253491,7617.43546339399,139.0,318.03851967961367,1161.0,7.0,2363.0,139.0,318.03851967961367,1161.0,7.0,0,0,0,0,0,0,0,0,0,592,0,7617.43546339399,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,923250,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134559340005E15,443.96196545249774,1.776713455934313E15,1.776713455933147E15,NeedManualLabel
127.0.0.1-127.0.0.1-53416-40174-6,127.0.0.1,53416,127.0.0.1,40174,6,20/04/2026 07:31:00 PM,160,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12499.999999999998,160.0,0.0,160.0,160.0,160.0,160.0,0.0,160.0,160.0,0,0,0,0,0,0,0,0,0,64,0,12499.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,260,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-49264-7777-6,127.0.0.1,49264,127.0.0.1,7777,6,20/04/2026 07:31:01 PM,1803,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,453688.2972823073,9983.361064891847,106.05882352941175,231.4558463801021,824.0,6.0,1803.0,106.05882352941175,231.4558463801021,824.0,6.0,0,0,0,0,0,0,0,0,0,592,0,9983.361064891847,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1134535,1,45,0,0,33280,0,7,32,0,0,0,0,1.776713461933176E15,354.5538862810082,1.776713461933437E15,1.776713461932492E15,NeedManualLabel
127.0.0.1-127.0.0.1-49268-7777-6,127.0.0.1,49268,127.0.0.1,7777,6,20/04/2026 07:31:07 PM,2476,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,330371.56704361876,7269.789983844911,145.64705882352942,337.6982642049835,1213.0,8.0,2476.0,145.64705882352942,337.6982642049835,1213.0,8.0,0,0,0,0,0,0,0,0,0,592,0,7269.789983844911,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,844169,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134679340868E15,473.71090762873246,1.77671346793442E15,1.776713467933195E15,NeedManualLabel
127.0.0.1-127.0.0.1-50772-7777-6,127.0.0.1,50772,127.0.0.1,7777,6,20/04/2026 07:31:13 PM,2306,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,354726.79965307895,7805.724197745013,135.6470588235294,307.02665624837664,1122.0,8.0,2306.0,135.6470588235294,307.02665624837664,1122.0,8.0,0,0,0,0,0,0,0,0,0,592,0,7805.724197745013,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,921171,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134739339725E15,430.2443560328476,1.776713473934291E15,1.776713473933151E15,NeedManualLabel
127.0.0.1-127.0.0.1-36440-7777-6,127.0.0.1,36440,127.0.0.1,7777,6,20/04/2026 07:31:19 PM,2757,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,296699.3108451215,6528.835690968444,162.1764705882353,407.02752291677365,1569.0,8.0,2757.0,162.1764705882353,407.02752291677365,1569.0,8.0,0,0,0,0,0,0,0,0,0,592,0,6528.835690968444,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,881465,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134799338172E15,447.66825932710054,1.776713479934134E15,1.77671347993298E15,NeedManualLabel
127.0.0.1-127.0.0.1-36450-7777-6,127.0.0.1,36450,127.0.0.1,7777,6,20/04/2026 07:31:25 PM,2492,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,328250.40128410916,7223.113964686999,146.58823529411762,354.4423540618999,1364.0,8.0,2492.0,146.58823529411762,354.4423540618999,1364.0,8.0,0,0,0,0,0,0,0,0,0,592,0,7223.113964686999,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,963486,1,45,0,0,33280,0,7,32,0,0,0,0,1.776713485933811E15,413.4900453482409,1.776713485934108E15,1.776713485933015E15,NeedManualLabel
127.0.0.1-127.0.0.1-50576-7777-6,127.0.0.1,50576,127.0.0.1,7777,6,20/04/2026 07:31:31 PM,2816,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,290482.95454545453,6392.045454545455,165.64705882352942,402.9740905406436,1464.0,9.0,2816.0,165.64705882352942,402.9740905406436,1464.0,9.0,0,0,0,0,0,0,0,0,0,592,0,6392.045454545455,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,729705,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134919336328E15,524.3135468997042,1.776713491934004E15,1.776713491932688E15,NeedManualLabel
127.0.0.1-127.0.0.1-50586-7777-6,127.0.0.1,50586,127.0.0.1,7777,6,20/04/2026 07:31:37 PM,2405,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,340124.7401247401,7484.407484407484,141.47058823529412,309.7119867003574,1023.0,9.0,2405.0,141.47058823529412,309.7119867003574,1023.0,9.0,0,0,0,0,0,0,0,0,0,592,0,7484.407484407484,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,742286,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767134979336192E15,519.8978998886577,1.776713497934001E15,1.77671349793266E15,NeedManualLabel
127.0.0.1-127.0.0.1-35222-7777-6,127.0.0.1,35222,127.0.0.1,7777,6,20/04/2026 07:31:43 PM,2462,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,332250.2030869212,7311.129163281884,144.82352941176472,328.0570139652019,1104.0,6.0,2462.0,144.82352941176472,328.0570139652019,1104.0,6.0,0,0,0,0,0,0,0,0,0,592,0,7311.129163281884,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,778306,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135039337175E15,514.6986356974616,1.776713503934071E15,1.776713503932749E15,NeedManualLabel
127.0.0.1-127.0.0.1-56454-7777-6,127.0.0.1,56454,127.0.0.1,7777,6,20/04/2026 07:31:49 PM,1825,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,448219.1780821918,9863.013698630137,107.35294117647061,243.16967871644448,866.0,5.0,1825.0,107.35294117647061,243.16967871644448,866.0,5.0,0,0,0,0,0,0,0,0,0,592,0,9863.013698630137,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1152112,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135099330948E15,355.32343169005776,1.776713509933342E15,1.776713509932411E15,NeedManualLabel
127.0.0.1-127.0.0.1-35224-7777-6,127.0.0.1,35224,127.0.0.1,7777,6,20/04/2026 07:31:47 PM,5000574,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7999081705420217,1666858.0,2887045.5059113633,5000531.0,19.0,5000574.0,1666858.0,2887045.5059113633,5000531.0,19.0,0,0,0,0,0,0,0,0,0,144,0,0.7999081705420217,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,33280,0,0,32,0,0,0,0,8.88356756401798E14,1.2563261660574028E15,1.776713507803084E15,5000512.0,NeedManualLabel
127.0.0.1-127.0.0.1-56466-7777-6,127.0.0.1,56466,127.0.0.1,7777,6,20/04/2026 07:31:55 PM,2771,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,295200.28870443883,6495.849873691808,163.0,372.1243071877998,1253.0,10.0,2771.0,163.0,372.1243071877998,1253.0,10.0,0,0,0,0,0,0,0,0,0,592,0,6495.849873691808,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,663422,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135159338415E15,581.1235736163278,1.776713515934257E15,1.776713515932778E15,NeedManualLabel
127.0.0.1-127.0.0.1-55198-7777-6,127.0.0.1,55198,127.0.0.1,7777,6,20/04/2026 07:32:01 PM,1662,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,492178.0986762936,10830.324909747293,97.76470588235296,218.7257213417539,780.0,6.0,1662.0,97.76470588235296,218.7257213417539,780.0,6.0,0,0,0,0,0,0,0,0,0,592,0,10830.324909747293,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1250764,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135219330395E15,323.73185898980176,1.77671352193327E15,1.776713521932417E15,NeedManualLabel
127.0.0.1-127.0.0.1-55214-7777-6,127.0.0.1,55214,127.0.0.1,7777,6,20/04/2026 07:32:07 PM,2359,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,346757.1004662993,7630.351844001696,138.76470588235296,319.61588849190616,1112.0,7.0,2359.0,138.76470588235296,319.61588849190616,1112.0,7.0,0,0,0,0,0,0,0,0,0,592,0,7630.351844001696,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,838974,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135279334835E15,473.4036670976214,1.776713527933813E15,1.776713527932599E15,NeedManualLabel
127.0.0.1-127.0.0.1-40114-7777-6,127.0.0.1,40114,127.0.0.1,7777,6,20/04/2026 07:32:13 PM,2094,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,390639.923591213,8595.988538681948,123.1764705882353,282.56884897625343,1065.0,6.0,2094.0,123.1764705882353,282.56884897625343,1065.0,6.0,0,0,0,0,0,0,0,0,0,592,0,8595.988538681948,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1144055,1,45,0,0,33280,0,7,32,0,0,0,0,1.776713533933475E15,369.13645816460644,1.776713533933738E15,1.776713533932745E15,NeedManualLabel
127.0.0.1-127.0.0.1-59910-7777-6,127.0.0.1,59910,127.0.0.1,7777,6,20/04/2026 07:32:19 PM,2354,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,347493.6278674596,7646.559048428207,138.47058823529412,319.90997125110425,1113.0,7.0,2354.0,138.47058823529412,319.90997125110425,1113.0,7.0,0,0,0,0,0,0,0,0,0,592,0,7646.559048428207,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,827935,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135399335595E15,473.9335829221788,1.776713539933891E15,1.776713539932682E15,NeedManualLabel
127.0.0.1-127.0.0.1-59916-7777-6,127.0.0.1,59916,127.0.0.1,7777,6,20/04/2026 07:32:25 PM,2073,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,394597.2021225277,8683.068017366135,121.94117647058823,268.7806890822505,818.0,6.0,2073.0,121.94117647058823,268.7806890822505,818.0,6.0,0,0,0,0,0,0,0,0,0,592,0,8683.068017366135,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,873931,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135459335122E15,475.0607271027316,1.776713545933829E15,1.776713545932602E15,NeedManualLabel
127.0.0.1-127.0.0.1-50722-7777-6,127.0.0.1,50722,127.0.0.1,7777,6,20/04/2026 07:32:31 PM,2549,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,320910.1608473911,7061.592781482935,149.94117647058823,368.40542724494355,1387.0,6.0,2549.0,149.94117647058823,368.40542724494355,1387.0,6.0,0,0,0,0,0,0,0,0,0,592,0,7061.592781482935,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,904867,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135519337655E15,441.6418818634252,1.776713551934072E15,1.776713551932937E15,NeedManualLabel
127.0.0.1-127.0.0.1-50736-7777-6,127.0.0.1,50736,127.0.0.1,7777,6,20/04/2026 07:32:37 PM,1742,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,469575.2009184845,10332.950631458094,102.47058823529412,229.23217423800344,798.0,6.0,1742.0,102.47058823529412,229.23217423800344,798.0,6.0,0,0,0,0,0,0,0,0,0,592,0,10332.950631458094,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1139275,1,45,0,0,33280,0,7,32,0,0,0,0,1.776713557933209E15,351.32235372401516,1.776713557933458E15,1.776713557932542E15,NeedManualLabel
127.0.0.1-127.0.0.1-43228-7777-6,127.0.0.1,43228,127.0.0.1,7777,6,20/04/2026 07:32:43 PM,2206,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,370806.890299184,8159.564823209429,129.76470588235293,303.9896234684181,1144.0,6.0,2206.0,129.76470588235293,303.9896234684181,1144.0,6.0,0,0,0,0,0,0,0,0,0,592,0,8159.564823209429,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1035443,1,45,0,0,33280,0,7,32,0,0,0,0,1.776713563933453E15,389.4549592925597,1.776713563933732E15,1.776713563932705E15,NeedManualLabel
127.0.0.1-127.0.0.1-42154-5000-6,127.0.0.1,42154,127.0.0.1,5000,6,20/04/2026 07:30:10 PM,103975228,42,0,11972.0,0.0,604.0,0.0,285.0476190476191,293.845898918576,0,0,0,0,115.14281074719067,0.4039423698113939,2535981.170731708,1.101485439769628E7,5.1937007E7,6.0,1.03975228E8,2535981.170731708,1.101485439769628E7,5.1937007E7,6.0,0,0,0,0,0,1,0,0,0,1344,0,0.4039423698113939,0.0,0.0,604.0,292.37209302325573,294.2727131061395,86596.4296788483,0,0,0,21,42,0,0,0,0.0,299.3333333333333,285.04761904761904,0.0,0,0,0,0,9,139614,1,285,0,0,260,0,20,32,0,0,0,0,1.7767134801399365E15,3.2629182887715537E7,1.776713514595252E15,1.776713410620099E15,NeedManualLabel
127.0.0.1-127.0.0.1-34784-7777-6,127.0.0.1,34784,127.0.0.1,7777,6,20/04/2026 07:32:49 PM,1992,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,410642.57028112456,9036.144578313253,117.1764705882353,267.4507513763323,987.0,7.0,1992.0,117.1764705882353,267.4507513763323,987.0,7.0,0,0,0,0,0,0,0,0,0,592,0,9036.144578313253,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1125171,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135699332642E15,366.4051909257394,1.776713569933525E15,1.776713569932549E15,NeedManualLabel
127.0.0.1-127.0.0.1-34794-7777-6,127.0.0.1,34794,127.0.0.1,7777,6,20/04/2026 07:32:55 PM,2320,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,352586.2068965517,7758.620689655172,136.4705882352941,303.75341924969723,1128.0,11.0,2320.0,136.4705882352941,303.75341924969723,1128.0,11.0,0,0,0,0,0,0,0,0,0,592,0,7758.620689655172,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,914988,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135759333258E15,428.96746507637647,1.776713575933658E15,1.776713575932507E15,NeedManualLabel
127.0.0.1-127.0.0.1-37352-7777-6,127.0.0.1,37352,127.0.0.1,7777,6,20/04/2026 07:33:01 PM,2093,18,0,818.0,0.0,547.0,0.0,45.44444444444445,132.8653552073643,0,0,0,0,390826.56473960826,8600.095556617296,123.11764705882354,290.5797830099638,1078.0,5.0,2093.0,123.11764705882354,290.5797830099638,1078.0,5.0,0,0,0,0,0,0,0,0,0,592,0,8600.095556617296,0.0,0.0,547.0,43.05263157894737,129.5421311492522,16781.16374269006,1,2,0,7,17,0,0,0,0.0,45.44444444444444,45.44444444444444,0.0,0,0,0,0,7,1072083,1,45,0,0,33280,0,7,32,0,0,0,0,1.7767135819334248E15,378.46556282190414,1.776713581933688E15,1.7767135819327E15,NeedManualLabel
127.0.0.1-127.0.0.1-45496-40174-6,127.0.0.1,45496,127.0.0.1,40174,6,20/04/2026 07:31:01 PM,61580324,9,0,626.0,0.0,351.0,0.0,69.55555555555556,139.32167016576344,0,0,0,0,10.16558470851826,0.1461505788764606,7697540.5,2.177157838737686E7,6.1579448E7,14.0,6.1580324E7,7697540.5,2.177157838737686E7,6.1579448E7,14.0,0,0,0,0,0,0,0,0,0,304,0,0.1461505788764606,0.0,0.0,351.0,62.6,133.18258144367078,17737.6,0,2,0,2,8,0,0,0,0.0,69.55555555555556,69.55555555555556,0.0,0,0,0,0,0,0,1,69,0,0,33280,0,2,32,0,0,0,0,1.7767134703926365E15,2.3275013157323044E7,1.776713523175405E15,1.776713461595131E15,NeedManualLabel
